Source_Followings	Source_Followers	Sink_Followers	Common_Followings	Distance	Real
38	7	3	0	4.0	-1
3968	136	54	0	1.0	1
3803	377	231	0	1.0	1
326	95	60	26	1.0	1
15	2	2	0	1.0	1
558	37	4	0	3.0	-1
247	34	1	0	4.0	-1
17	160	1	0	3.0	-1
69	1145	25	0	1.0	1
60	3	1	0	4.0	-1
59	9	92	31	1.0	1
209	20	1	0	3.0	-1
32	222	16	0	1.0	1
61	3	244	0	1.0	1
126	15	1	0	3.0	-1
13	6	21	0	3.0	-1
1529	24	6	0	1.0	1
60	14	15	0	3.0	-1
156	28	3	0	3.0	-1
232	32	1	0	3.0	-1
35	15	1	0	4.0	-1
71	56	5	0	3.0	-1
12	18	1	0	5.0	-1
200	33	3	0	3.0	-1
39	7	4	0	1.0	1
130	48	3	0	3.0	-1
316	63	2	0	2.0	-1
390	47	30	0	1.0	1
144	48	24	0	1.0	1
82	26	1	0	3.0	-1
60	11	50	0	1.0	1
332	92	120	0	1.0	1
80	7	1	0	1.0	1
179	132	27	0	1.0	1
23683	402	1	0	3.0	-1
250	46	90	13	1.0	1
214	61	1	0	3.0	-1
0	18	1	0	2000.0	-1
1847	35	41	32	1.0	1
297	71	18	0	1.0	1
120	29	1	0	3.0	-1
253	46	1	0	3.0	-1
23	3	1	0	4.0	-1
176	18	1	0	3.0	-1
136	2	13	0	3.0	-1
9	23	1	0	2000.0	-1
279	12	2	0	3.0	-1
6	38	1	0	4.0	-1
39	16	52	0	1.0	1
2001	145	1	0	3.0	-1
93	31	1	0	4.0	-1
65	27	1	0	4.0	-1
19	3	1	0	4.0	-1
857	55	7	0	1.0	1
109	9	9	0	2.0	-1
28	4	2	0	3.0	-1
175	9	1	0	3.0	-1
370	28	338	43	1.0	1
133	1	2	0	1.0	1
695	14	8	0	1.0	1
111	8	13	0	1.0	1
226	8	5	0	1.0	1
9	5	1	0	4.0	-1
226	45	2	0	1.0	1
836	83	1	0	3.0	-1
37	10	2	0	3.0	-1
262	67	1	0	3.0	-1
23	31	167	12	1.0	1
225	279	2	0	2.0	-1
7	1	9	0	4.0	-1
8	20	504	3	1.0	1
2182	229	1	0	3.0	-1
125	1	161	2	1.0	1
30	9	1	0	5.0	-1
1157	36	184	0	1.0	1
159	99	14	5	1.0	1
41	16	1	0	3.0	-1
226	25	1	0	4.0	-1
405	29	209	0	1.0	1
56	10	4	0	3.0	-1
69	11	1283	17	1.0	1
471	132	159	29	1.0	1
92	8	1	0	4.0	-1
551	51	10	0	1.0	1
3449	366	2	0	3.0	-1
254	96	3	0	3.0	-1
136	56	2	0	3.0	-1
63	9	96	10	1.0	1
5576	242	585	0	1.0	1
2747	388	421	0	1.0	1
233	36	10	0	1.0	1
31	5	1	0	4.0	-1
162	5	1	0	1.0	1
330	62	688	0	1.0	1
65	13	574	0	1.0	1
58	3	1	0	4.0	-1
198	4	1	0	1.0	1
91	41	2	0	3.0	-1
64	25	1	0	3.0	-1
0	11	1	0	2000.0	-1
3161	131	4	0	1.0	1
255	14	1	0	3.0	-1
68	58	120	36	1.0	1
41	22	49	2	1.0	1
0	9	1	0	2000.0	-1
2000	85	23	0	2.0	-1
27	99	5	0	4.0	-1
1	4	17	0	1.0	1
1989	62	69	0	1.0	1
2	2	1	0	5.0	-1
1879	159	3	0	1.0	1
5	8	149	0	1.0	1
3083	21	34	0	1.0	1
2136	148	80	0	1.0	1
0	2	2	0	2000.0	-1
498	54	1	0	3.0	-1
41	33	1	0	3.0	-1
42	4	19	0	1.0	1
137761	3424	4	0	2.0	-1
118	39	1253	1	1.0	1
56	11	42	13	1.0	1
69	7	9	0	1.0	1
290	67	114	4	1.0	1
654	73	25	0	1.0	1
670	64	1	0	3.0	-1
210	31	2	0	3.0	-1
4153	260	249	490	1.0	1
10	12	187	0	1.0	1
779	199	1	0	3.0	-1
99	33	39	0	1.0	1
80	11	1	0	4.0	-1
6702	346	2	0	1.0	1
1879	215	1	0	3.0	-1
46	17	1	0	4.0	-1
16	1	1	0	1.0	1
89	57	79	23	1.0	1
76	219	2	0	3.0	-1
144	51	1	0	3.0	-1
181	66	37	0	1.0	1
43	9	12	0	1.0	1
232	31	526	0	1.0	1
257	10	489	7	1.0	1
480	32	5	0	3.0	-1
299	527	15	8	1.0	1
367	38	57	0	1.0	1
30	14	1	0	3.0	-1
0	5	1	0	2000.0	-1
621	89	49	0	1.0	1
40	18	2239	4	1.0	1
834	252	620	171	1.0	1
1985	88	5	1	1.0	1
0	25	1	0	2000.0	-1
1	1	2	0	4.0	-1
1110	146	2	0	4.0	-1
127	35	5	0	1.0	1
77	32	45	30	1.0	1
2967	97	21	0	1.0	1
87	7	12	0	1.0	1
539	42	8	0	1.0	1
31	9	2	0	3.0	-1
82	37	1	0	1.0	1
34	7	1	0	4.0	-1
54	20	1	0	3.0	-1
159	34	31	0	1.0	1
1893	75	44	11	1.0	1
18	33	44	0	1.0	1
38	179	2	0	3.0	-1
837	4	1	0	1.0	1
92	58	254	1	1.0	1
151	3	95	0	1.0	1
461	43	1	0	3.0	-1
45	11	1	0	3.0	-1
95	8	5	0	3.0	-1
43	4	2	0	3.0	-1
153	39	84	14	1.0	1
274	14	4	0	1.0	1
1893	75	4	0	1.0	1
3937	249	1	0	3.0	-1
705	56	91	0	1.0	1
98554	450	1	0	1.0	1
257	134	1	0	4.0	-1
110088	1642	1	0	2.0	-1
1864	154	87	0	1.0	1
6924	81	2	0	3.0	-1
48	14	2	0	4.0	-1
0	11	2	0	2000.0	-1
10	10	1	0	4.0	-1
77	7	3	0	1.0	1
287	30	2	0	1.0	1
47	5	1	0	4.0	-1
1	1	1	0	2000.0	-1
15	7	1	0	4.0	-1
388	85	46	4	1.0	1
536	65	6	0	3.0	-1
4	17	1	0	2000.0	-1
76	19	1	0	4.0	-1
37	5	12	0	1.0	1
151	19	2	0	4.0	-1
293	103	3	0	3.0	-1
64	21	8	0	1.0	1
202	23	1	0	3.0	-1
103	35	116	30	1.0	1
143	35	297	11	1.0	1
142	33	2	0	1.0	1
111	8	2	0	3.0	-1
415	28	1	0	3.0	-1
3892	333	105	0	1.0	1
495	82	2	0	1.0	1
172	17	63	0	1.0	1
2856	282	1	0	3.0	-1
31	5	19	0	1.0	1
429	60	10	0	3.0	-1
216	61	1	0	3.0	-1
122	11	2	0	1.0	1
528	160	1	0	3.0	-1
947	129	1	0	1.0	1
47	3	55	1	1.0	1
154	26	1	0	3.0	-1
507	298	2	0	3.0	-1
606	43	12	0	1.0	1
416	86	1181	133	1.0	1
14	1	3	0	4.0	-1
239	23	10	0	1.0	1
125	433	1	0	3.0	-1
829	60	50	0	1.0	1
677	109	9	0	2.0	-1
0	1	1	0	2000.0	-1
67	3	3	0	1.0	1
35	55	1	0	4.0	-1
47	12	530	3	1.0	1
396	6	1	0	4.0	-1
25	7	1	0	4.0	-1
28	1	2098	1	1.0	1
179	620	7	0	3.0	-1
1266	51	1	0	3.0	-1
62	2	34	0	1.0	1
27	11	4	0	1.0	1
449	58	209	14	1.0	1
111	20	1	0	2.0	-1
443	26	16	0	1.0	1
86	17	2	0	1.0	1
2	2	2	0	4.0	-1
589	157	5	0	3.0	-1
452	35	1	0	3.0	-1
453	146	1	0	4.0	-1
119	19	2	0	3.0	-1
177	18	538	11	1.0	1
1	32	1592	0	1.0	1
408	61	3	0	1.0	1
1662	164	1	0	1.0	1
85122	807	1	0	3.0	-1
41	9	6	0	1.0	1
1023	157	89	0	1.0	1
54	14	64	8	1.0	1
1848	200	2	0	3.0	-1
1053	92	38	0	1.0	1
954	62	2	0	3.0	-1
1946	61	6	0	1.0	1
2420	86	1	0	3.0	-1
1	1	365	0	1.0	1
111	81	1	0	4.0	-1
34	93	5	0	4.0	-1
51	14	1	0	4.0	-1
228	51	2	0	1.0	1
178	13	1	0	3.0	-1
143	19	1	0	4.0	-1
199	499	20	0	1.0	1
32	14	1	0	3.0	-1
350	34	25	0	1.0	1
800	190	396	4	1.0	1
17	772	485	0	1.0	1
70	4	1	0	4.0	-1
391	48	1	0	3.0	-1
392	16	1	0	3.0	-1
65	37	7	0	1.0	1
15	10	1051	1	1.0	1
4	10	12	0	1.0	1
31	35	124	0	1.0	1
179	26	153	0	1.0	1
6693	81	2	0	1.0	1
49	7	1	0	5.0	-1
9	4	2	0	3.0	-1
30	20	1	0	4.0	-1
506	67	1	0	3.0	-1
193	105	782	45	1.0	1
66	6	1381	0	1.0	1
3	1	3	0	4.0	-1
166	10	1	0	4.0	-1
63	12	692	25	1.0	1
247	18	7	0	2.0	-1
472	59	46	0	1.0	1
128	23	5	0	1.0	1
1411	364	104	0	1.0	1
196	23	980	0	1.0	1
332	30	1	0	3.0	-1
286	114	52	0	1.0	1
395	56	139	0	1.0	1
322	117	9	0	1.0	1
83	4	2	0	4.0	-1
4435	216	1	0	3.0	-1
432	88	25	0	1.0	1
72	73	16	7	1.0	1
49	10	5	0	3.0	-1
22	1	9	0	2000.0	-1
52	6	694	2	1.0	1
998	50	1	0	2.0	-1
48	20	1	0	3.0	-1
196	6	2	0	1.0	1
103	142	16	0	1.0	1
5946	200	26	0	1.0	1
83	18	1	0	1.0	1
65	24	31	0	1.0	1
1	25	87	0	1.0	1
14	1	2	0	4.0	-1
84	7	3	0	2.0	-1
332	176	368	0	1.0	1
81	175	268	4	1.0	1
325	180	17	0	3.0	-1
54	8	4	0	1.0	1
51	14	39	0	1.0	1
76	15	2	0	3.0	-1
11	12	2	0	3.0	-1
64	11	171	1	1.0	1
12	7	1	0	4.0	-1
85	14	5	0	1.0	1
6	1783	1	0	4.0	-1
320	43	3	0	1.0	1
687	110	48	0	1.0	1
4	2	2	0	4.0	-1
113	28	1	0	3.0	-1
26	6	8	12	1.0	1
24	39	1648	3	1.0	1
520	43	1	0	3.0	-1
186	6	1	0	2.0	-1
428	281	1	0	3.0	-1
270	24	1	0	3.0	-1
173	46	162	15	1.0	1
5	11	216	0	1.0	1
25	33	29	0	1.0	1
521	40	1	0	2.0	-1
69	22	76	0	1.0	1
5	9	213	3	1.0	1
1765	78	1	0	3.0	-1
427	34	7	1	3.0	-1
1	1	1	0	1.0	1
202	19	6	0	2.0	-1
79	6	3	0	1.0	1
136	33	1	0	4.0	-1
117	205	2	0	3.0	-1
1134	193	3	0	2.0	-1
75	7	2	0	4.0	-1
988	114	208	0	1.0	1
40	81	6	0	3.0	-1
67	38	1	0	3.0	-1
1	4	30	0	1.0	1
375	40	1	0	3.0	-1
190	181	1	0	3.0	-1
1233	40	1	0	3.0	-1
89	14	1	0	4.0	-1
432	37	1	0	3.0	-1
1	2	426	0	1.0	1
322	168	1	0	1.0	1
249	69	1	0	3.0	-1
374	39	8	0	1.0	1
14	10	1	0	4.0	-1
57	17	142	18	1.0	1
194	32	1	0	3.0	-1
85	6	29	0	1.0	1
31	8	31	10	1.0	1
2509	270	4	0	3.0	-1
4	13	21	3	1.0	1
7231	110	42	0	2.0	-1
101	5	1	0	3.0	-1
135	7	2	0	1.0	1
72	9	1	0	1.0	1
80	6	5	0	1.0	1
78	9	2466	30	1.0	1
500	134	1	0	3.0	-1
450	118	64	0	1.0	1
24	3	2	0	4.0	-1
0	1	2	0	2000.0	-1
166	45	34	0	1.0	1
574	1555	2	0	1.0	1
36	3	1	0	3.0	-1
66	14	16	0	3.0	-1
60	10	1	0	4.0	-1
329	94	2	0	3.0	-1
1224	33	18	0	2.0	-1
1038	95	27	0	1.0	1
1343	62	38	37	1.0	1
1329	56	41	0	1.0	1
157	68	6	0	3.0	-1
278	101	327	20	1.0	1
359	104	3	0	3.0	-1
26	14	3	0	1.0	1
279	12	3	0	3.0	-1
42	1	245	0	1.0	1
177	35	1	0	3.0	-1
41	161	32	0	1.0	1
25	1	1	0	1.0	1
471	52	1	0	1.0	1
68	117	1	0	3.0	-1
333	144	10	0	3.0	-1
302	25	66	0	1.0	1
817	109	1	0	3.0	-1
30	73	1	0	4.0	-1
1460	93	4	0	2.0	-1
504	69	6	0	1.0	1
1996	44	3	0	1.0	1
151	23	95	0	1.0	1
143	22	1	0	3.0	-1
38	4	1	0	4.0	-1
5	2	3	0	4.0	-1
89	15	15	0	1.0	1
31	4	1	0	1.0	1
33	7	37	0	1.0	1
76	5	8	0	1.0	1
291	8	1783	0	1.0	1
24	39	533	7	1.0	1
422	95	44	0	1.0	1
11	4	2	0	4.0	-1
26	1443	2358	7	1.0	1
293	198	460	45	1.0	1
410	11	1	0	4.0	-1
808	57	28	0	1.0	1
196	86	1	0	1.0	1
682	57	6	0	1.0	1
1860	26	8	0	1.0	1
1715	49	1	0	3.0	-1
150	77	3	0	3.0	-1
272	33	1	0	3.0	-1
9	129	1	0	5.0	-1
71	33	1	0	3.0	-1
53	1	1	0	1.0	1
417	34	11	0	1.0	1
1848	214	380	0	1.0	1
928	40	1	0	2.0	-1
160	23	1337	69	1.0	1
1038	32	2152	296	1.0	1
1	44	75	0	2000.0	-1
359	73	14	0	3.0	-1
572	97	12	0	1.0	1
221	69	1	0	3.0	-1
1024	26	7	0	1.0	1
396	88	9	0	1.0	1
1949	113	77	0	1.0	1
3	1	4	0	2000.0	-1
6	3	1	0	4.0	-1
4	19	53	3	1.0	1
225	67	4	0	2.0	-1
652	63	1	0	4.0	-1
768	210	2	0	3.0	-1
454	178	1	0	3.0	-1
20	19	1	0	3.0	-1
318	143	158	0	1.0	1
181	10	13	0	1.0	1
478	51	1	0	3.0	-1
130	111	78	0	1.0	1
217	69	250	0	1.0	1
298	53	1	0	3.0	-1
838	64	9	0	1.0	1
359	48	1	0	3.0	-1
57	11	1	0	3.0	-1
1099	33	2	0	1.0	1
461	9	1	0	3.0	-1
171	41	1	0	4.0	-1
543	134	2	0	1.0	1
1089	79	1	0	3.0	-1
1997	26	55	0	1.0	1
49	525	662	2	1.0	1
46	14	3	0	1.0	1
164	112	73	0	1.0	1
409	181	1	0	3.0	-1
418	49	2	0	1.0	1
185	30	12	0	1.0	1
14	4	46	0	1.0	1
860	80	140	0	1.0	1
24	4	2	0	4.0	-1
2115	38	27	0	1.0	1
1985	276	1	0	3.0	-1
3786	88	1	0	1.0	1
470	452	1	0	3.0	-1
395	61	74	0	1.0	1
18480	675	1	0	3.0	-1
0	1	1	0	2000.0	-1
3947	149	46	0	1.0	1
416	118	2	0	3.0	-1
350	23	14	0	1.0	1
7750	141	1	0	3.0	-1
11	31	7	0	1.0	1
204	31	1	0	3.0	-1
1416	253	3	0	1.0	1
295	27	665	0	1.0	1
172	17	1	0	3.0	-1
1664	66	1	0	3.0	-1
39	16	5	0	4.0	-1
90	26	1	0	4.0	-1
6	5	2	0	1.0	1
2138	289	2	0	3.0	-1
3638	101	705	0	1.0	1
222	17	1	0	3.0	-1
389	149	24	0	1.0	1
58	5	1	0	4.0	-1
2207	178	1	0	3.0	-1
17	8	3	0	3.0	-1
15	20	1	0	4.0	-1
147	19	6	0	1.0	1
101	23	1	0	4.0	-1
1	1	1	0	2000.0	-1
892	19	1	0	3.0	-1
997	45	2	0	3.0	-1
509	19	62	0	2.0	-1
219	30	2	0	3.0	-1
116	13	1	0	1.0	1
473	133	2	0	2.0	-1
219	23	1	0	3.0	-1
18	5	7	0	4.0	-1
374	54	4	0	1.0	1
3	4	236	2	1.0	1
54	13	1	0	1.0	1
54	6	1	0	1.0	1
90	18	1	0	3.0	-1
1163	121	14	0	1.0	1
77	73	267	0	1.0	1
73	54	515	17	1.0	1
450	66	57	0	1.0	1
1381	136	1	0	3.0	-1
1	2	2	0	2000.0	-1
64	6	1	0	3.0	-1
582	9	2	0	1.0	1
223	23	1	0	3.0	-1
1290	116	1	0	3.0	-1
15	13	1	0	4.0	-1
223	13	43	0	1.0	1
314	44	2	0	3.0	-1
87	17	2	0	3.0	-1
45	3	4841	14	1.0	1
507	118	10	0	2.0	-1
6	3	1	0	4.0	-1
4628	117	3	0	3.0	-1
21	1	3654	0	1.0	1
1	76	4	0	2000.0	-1
383	45	5	0	1.0	1
2886	594	1	0	2.0	-1
138	71	1	0	4.0	-1
681	60	42	0	1.0	1
83	30	1	0	3.0	-1
80	9	1	0	4.0	-1
137	10	2	0	3.0	-1
24	755	8	5	1.0	1
121	21	1	0	1.0	1
447	83	5	0	3.0	-1
189	98	9	0	3.0	-1
33	1	2	0	3.0	-1
173	18	4	0	3.0	-1
107	90	47	38	1.0	1
82	24	76	0	1.0	1
71	12	2	0	3.0	-1
103	231	1	0	3.0	-1
42	6	33	1	1.0	1
1	1	1	0	2000.0	-1
452	58	20	0	1.0	1
56	13	3	0	3.0	-1
3887	74	4	0	1.0	1
74	99	49	38	1.0	1
248	106	63	0	1.0	1
737	12	1	0	3.0	-1
151	63	919	12	1.0	1
0	2	1	0	2000.0	-1
140	37	1	0	4.0	-1
9	1	296	0	1.0	1
113	14	2	0	4.0	-1
55	27	1	0	1.0	1
25	2	2	0	4.0	-1
343	26	1	0	3.0	-1
41	21	1	0	3.0	-1
13	739	28	0	1.0	1
167	2	1	0	4.0	-1
297	71	19	0	1.0	1
2	1	1	0	1.0	1
113	29	1	0	3.0	-1
111	458	149	1	1.0	1
102	14	1	0	1.0	1
135	31	30	0	1.0	1
175	63	8	0	1.0	1
37	3	1	0	1.0	1
33	108	10	0	3.0	-1
23	7	1	0	1.0	1
2002	185	28	0	1.0	1
36	4	8	0	1.0	1
95	23	2	0	4.0	-1
124	15	1	0	2.0	-1
295	79	9	0	3.0	-1
289	32	2	0	1.0	1
3453	337	1	0	3.0	-1
315	200	10	0	1.0	1
510	38	10	0	1.0	1
21	2	1	0	3.0	-1
87	13	7	0	1.0	1
2	6	1	0	2000.0	-1
59	210	30	3	1.0	1
1301	342	39	0	1.0	1
895	121	1	0	1.0	1
2858	84	1	0	1.0	1
330	30	2	0	3.0	-1
151	3	3	0	1.0	1
54	19	1	0	4.0	-1
190	40	47	18	1.0	1
0	7	2	0	2000.0	-1
323	64	1	0	2.0	-1
1085	97	3	0	3.0	-1
12	1	37	0	1.0	1
27	3	290	0	1.0	1
740	232	172	0	1.0	1
28	3	1	0	4.0	-1
11	12	1	0	4.0	-1
161	63	1	0	4.0	-1
132	19	1	0	3.0	-1
32	2	7	0	1.0	1
59	46	1	0	4.0	-1
65	3	1	0	1.0	1
6	2	4	2	1.0	1
449	21	4	0	3.0	-1
523	7	1	0	3.0	-1
21	8	12	0	1.0	1
6305	453	165	0	1.0	1
542	19	1	0	3.0	-1
422	87	9	0	1.0	1
108	25	3	0	3.0	-1
1	2	3	0	4.0	-1
183	37	1	0	3.0	-1
84	9	4	0	1.0	1
187	30	156	0	1.0	1
859	679	1	0	2.0	-1
3	8	1	0	4.0	-1
404	106	105	80	1.0	1
636	73	1351	0	1.0	1
99	122	17	1	1.0	1
77	8	1	0	3.0	-1
162	61	1	0	4.0	-1
288	73	2	0	3.0	-1
886	84	28	0	1.0	1
43	18	46	0	1.0	1
186	65	613	65	1.0	1
19	5	3	0	4.0	-1
722	48	1	0	3.0	-1
1053	113	897	0	1.0	1
630	133	7	0	2.0	-1
240	28	1	0	1.0	1
100	21	1	0	3.0	-1
9020	351	76	0	1.0	1
1779	37	59	14	2.0	-1
152	10	2	0	1.0	1
2165	165	3	0	2.0	-1
150	233	1	0	3.0	-1
176	45	7	0	3.0	-1
1526	225	11	0	1.0	1
208	30	1	0	3.0	-1
148	82	96	25	1.0	1
870	119	1	0	3.0	-1
343	26	1	0	3.0	-1
1068	119	27	0	1.0	1
164	343	83	0	1.0	1
242	17	45	3	2.0	-1
1	3	2	0	1.0	1
123	16	1	0	3.0	-1
182	30	1	0	3.0	-1
55	2	134	10	1.0	1
19	26	2	0	4.0	-1
2229	239	97	0	1.0	1
0	2	1	0	2000.0	-1
301	41	1	0	3.0	-1
231	34	19	0	1.0	1
852	98	1	0	3.0	-1
1363	171	4	0	3.0	-1
347	95	5	0	1.0	1
357	38	1	0	3.0	-1
90	10	526	0	1.0	1
246	59	8	0	1.0	1
3399	360	101	0	1.0	1
26	1	1	0	4.0	-1
596	58	1	0	2.0	-1
4425	60	20	0	1.0	1
73	46	55	0	1.0	1
9	234	13	0	1.0	1
1452	223	12	0	1.0	1
1	38	3	0	1.0	1
85	14	65	0	1.0	1
124	29	2	0	3.0	-1
1	1	3	0	1.0	1
130	53	1	0	3.0	-1
80	39	1	0	4.0	-1
104	14	1	0	2.0	-1
37	5	96	1	1.0	1
72	9	9	0	1.0	1
84	19	1	0	1.0	1
791	192	369	10	1.0	1
0	8	1	0	2000.0	-1
4	3	1	0	4.0	-1
234	6	11	0	3.0	-1
18	15	3	0	4.0	-1
191	68	1	0	3.0	-1
292	105	4	0	3.0	-1
16	9	1	0	5.0	-1
324	38	6	0	3.0	-1
100	36	11	0	1.0	1
99	15	7	0	3.0	-1
240	59	2	0	1.0	1
583	791	517	0	1.0	1
3851	252	46	0	1.0	1
162	82	1	0	3.0	-1
86	41	1	0	4.0	-1
3814	120	2	0	3.0	-1
51	14	1	0	3.0	-1
410	40	1	0	4.0	-1
75	24	632	15	1.0	1
60	14	10	0	1.0	1
66	13	4	0	1.0	1
5	248	204	3	1.0	1
2679	276	151	0	1.0	1
476	105	28	0	3.0	-1
1086	411	1	0	4.0	-1
230	114	264	8	1.0	1
35588	919	10	0	1.0	1
1368	86	3	0	1.0	1
417	34	3	0	3.0	-1
128	45	49	43	1.0	1
80	1	1	0	3.0	-1
1042	44	1	0	4.0	-1
1501	64	485	243	1.0	1
47	34	231	0	1.0	1
506	83	250	0	1.0	1
5	2	1	0	4.0	-1
16	18	1	0	3.0	-1
574	288	1	0	3.0	-1
226	11	1	0	3.0	-1
145	6	1	0	4.0	-1
7	2	26	0	4.0	-1
1736	51	70	0	1.0	1
170	77	138	0	1.0	1
86	54	1	0	3.0	-1
3238	335	1	0	3.0	-1
27	5	1	0	1.0	1
236	179	4	0	2.0	-1
32	13	54	12	1.0	1
376	18	5	0	1.0	1
471	132	92	3	1.0	1
675	55	14	0	1.0	1
30	6	1	0	4.0	-1
12	5	1	0	4.0	-1
91	84	1	0	3.0	-1
11	4	2	0	3.0	-1
84	8	3	0	3.0	-1
318	151	2	0	3.0	-1
0	2	1	0	2000.0	-1
18	1	1	0	1.0	1
88	15	2	0	3.0	-1
526	46	1	0	3.0	-1
845	109	2	0	3.0	-1
881	33	279	84	1.0	1
874	45	7	0	3.0	-1
254	294	89	0	1.0	1
3	1	88	2	1.0	1
676	48	1	0	1.0	1
286	42	2	0	3.0	-1
88	12	2	0	1.0	1
132	48	120	0	1.0	1
286	146	4	0	3.0	-1
134	59	2	0	3.0	-1
126	21	1	0	4.0	-1
1876	267	1	0	3.0	-1
63	19	1051	2	1.0	1
495	23	2	0	3.0	-1
114	34	3	0	3.0	-1
251	77	23	0	1.0	1
118	17	167	0	1.0	1
328	66	75	0	1.0	1
47	254	1	0	4.0	-1
166	41	2	0	3.0	-1
184	28	9	13	1.0	1
2234	260	240	13	1.0	1
50	11	1	0	3.0	-1
43	63	2	0	3.0	-1
1745	48	2	0	3.0	-1
41	283	4841	5	1.0	1
194	97	3	0	1.0	1
113	33	5	0	1.0	1
6498	512	516	0	1.0	1
1990	141	87	0	1.0	1
93	6	1	0	1.0	1
813	147	1	0	3.0	-1
244	19	75	51	1.0	1
84	88	1	0	3.0	-1
1670	97	1	0	1.0	1
912	27	1	0	3.0	-1
5	1	1	0	4.0	-1
111	45	1	0	3.0	-1
48	12	154	9	1.0	1
239	38	1	0	1.0	1
89	3	1	0	3.0	-1
499	117	1	0	3.0	-1
55	6	5	0	1.0	1
113	5	1	0	3.0	-1
97	17	142	4	1.0	1
85916	4637	1	0	2.0	-1
297	17	11	0	1.0	1
1986	114	18	0	1.0	1
795	76	2	0	1.0	1
51850	976	42	0	1.0	1
289	91	4	0	3.0	-1
1038	32	1	0	3.0	-1
167	19	6	0	1.0	1
9	7	1	0	4.0	-1
153	298	219	0	1.0	1
126	21	97	0	1.0	1
33	20	98	0	3.0	-1
380	111	262	18	1.0	1
19	4	2	0	1.0	1
160	160	78	0	1.0	1
260	47	61	80	1.0	1
143	44	1	0	3.0	-1
41	45	109	4	1.0	1
47	7	31	0	1.0	1
219	30	23	28	1.0	1
2	2	1	0	1.0	1
107	8	1	0	4.0	-1
4617	289	1	0	3.0	-1
55	296	1	0	3.0	-1
659	59	61	10	1.0	1
267	27	50	0	2.0	-1
506	17	4	0	3.0	-1
87	3	1789	6	1.0	1
53	8	1	0	4.0	-1
83	50	2	0	3.0	-1
160	25	10	0	1.0	1
1980	167	4	0	1.0	1
63	16	1	0	3.0	-1
34	17	1	0	4.0	-1
16	4	8	0	3.0	-1
3436	306	1	0	3.0	-1
57	21	2084	19	1.0	1
6	1	2	0	4.0	-1
838	111	242	0	1.0	1
1680	263	200	0	1.0	1
821	435	1	0	4.0	-1
61	3	20	0	1.0	1
452	57	1	0	1.0	1
173	191	244	19	1.0	1
156	68	1	0	4.0	-1
730	106	6	0	1.0	1
144	7	28	6	1.0	1
110	14	34	0	1.0	1
349	96	20	0	3.0	-1
270	18	1	0	3.0	-1
42	67	4	0	3.0	-1
269	413	1	0	4.0	-1
126	48	240	13	1.0	1
39	46	1	0	3.0	-1
621	89	92	0	2.0	-1
120	6	449	0	1.0	1
432	121	1	0	2.0	-1
79	442	6	0	1.0	1
101	4	1	0	3.0	-1
164	32	1	0	3.0	-1
6	17	7	1	1.0	1
923	783	12	0	3.0	-1
250	294	1	0	4.0	-1
0	60	1	0	2000.0	-1
5	4	1	0	4.0	-1
296	655	15	36	1.0	1
50	10	1	0	4.0	-1
198	29	1	0	3.0	-1
219	39	1	0	4.0	-1
308	86	894	0	1.0	1
14	3	2	0	4.0	-1
1741	321	1	0	2.0	-1
248	61	19	1	2.0	-1
1515	185	1	0	3.0	-1
15	27	2	0	4.0	-1
424	248	100	0	1.0	1
1	2	106	0	1.0	1
47	22	250	33	1.0	1
5418	931	3	0	3.0	-1
34	2	2	0	2.0	-1
77	5	82	0	1.0	1
629	25	1	0	4.0	-1
159	131	1	0	3.0	-1
105	11	4	0	3.0	-1
484	44	144	6	1.0	1
81	5	171	0	1.0	1
0	111	3	0	2000.0	-1
27	263	2	0	4.0	-1
6102	200	1	0	3.0	-1
109	7	161	0	1.0	1
72	8	2	0	2.0	-1
8522	248	490	0	1.0	1
154	46	2	0	1.0	1
47	9	864	4	1.0	1
581	70	2	0	3.0	-1
623	211	25	0	1.0	1
420	51	2	0	4.0	-1
365	26	3	0	3.0	-1
4431	59	1	0	3.0	-1
490	101	47	0	3.0	-1
248	15	144	0	1.0	1
318	28	2	0	3.0	-1
55	3	2	0	2.0	-1
122	46	320	0	1.0	1
173	6	11	0	1.0	1
78	13	21	0	1.0	1
44	2	2	0	1.0	1
16349	456	1	0	3.0	-1
73	2	1	0	3.0	-1
669	89	19	0	1.0	1
128	40	23	0	1.0	1
84	27	23	0	1.0	1
2022	202	85	0	1.0	1
470	452	4	0	3.0	-1
696	101	6	0	3.0	-1
530	23	2	0	1.0	1
105	51	104	0	1.0	1
4229	866	1	0	3.0	-1
631	87	6	0	1.0	1
1582	266	4	0	3.0	-1
7305	178	66	0	1.0	1
99	43	13	0	1.0	1
131	9	2	0	3.0	-1
549	133	1	0	3.0	-1
150	17	53	0	1.0	1
23	22	1	0	1.0	1
184	10	137	0	1.0	1
63	28	11	0	1.0	1
289	83	8	0	1.0	1
249	159	179	0	1.0	1
20799	387	213	0	1.0	1
25	151	207	4	3.0	-1
1966	99	95	0	1.0	1
779	17	36	0	1.0	1
132	14	1743	5	1.0	1
293	33	61	0	1.0	1
1	434	1	0	4.0	-1
234	6	13	0	1.0	1
122	12	1	0	4.0	-1
743	372	913	46	1.0	1
113	23	1	0	1.0	1
7	8	1	0	4.0	-1
60	3	14	0	1.0	1
870	60	3	0	1.0	1
32	9	10	0	1.0	1
